"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	333277	Suppressed
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	356918	Suppressed
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	390935	Suppressed
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	17	336581	5.05
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"25-29 years"	"25-29"	25	303133	8.25
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"30-34 years"	"30-34"	33	286000	11.54
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	53	326409	16.24
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"40-44 years"	"40-44"	138	346994	39.77
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"45-49 years"	"45-49"	326	379239	85.96
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"50-54 years"	"50-54"	620	371296	166.98
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"55-59 years"	"55-59"	921	320431	287.43
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"60-64 years "	"60-64"	1155	251377	459.47
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"65-69 years"	"65-69"	1284	186944	686.84
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"70-74 years"	"70-74"	1343	134040	1001.94
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"75-79 years"	"75-79"	1506	106800	1410.11
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"80-84 years"	"80-84"	1529	80015	1910.89
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	"85+ years"	"85+"	1400	56522	2476.91
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"< 1 year"	"1"	Suppressed	56344	Suppressed
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	237760	Suppressed
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	314802	Suppressed
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	333817	Suppressed
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	366494	Suppressed
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	22	327501	6.72
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	29	297583	9.75
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"30-34 years"	"30-34"	47	287794	16.33
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"35-39 years"	"35-39"	72	319881	22.51
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"40-44 years"	"40-44"	136	339488	40.06
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"45-49 years"	"45-49"	333	383434	86.85
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"50-54 years"	"50-54"	602	387936	155.18
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"55-59 years"	"55-59"	753	343350	219.31
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"60-64 years "	"60-64"	974	281445	346.07
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"65-69 years"	"65-69"	1088	214270	507.77
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"70-74 years"	"70-74"	1226	164033	747.41
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"75-79 years"	"75-79"	1293	140145	922.62
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"80-84 years"	"80-84"	1409	120815	1166.25
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	"85+ years"	"85+"	1729	127446	1356.65
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"< 1 year"	"1"	Suppressed	59164	Suppressed
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	248525	Suppressed
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"5-9 years"	"5-9"	16	329254	4.86
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	350199	Suppressed
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	385985	Suppressed
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	22	335545	6.56
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"25-29 years"	"25-29"	21	297861	7.05
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"30-34 years"	"30-34"	35	284897	12.29
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"35-39 years"	"35-39"	55	313400	17.55
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"40-44 years"	"40-44"	124	335329	36.98
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"45-49 years"	"45-49"	297	374346	79.34
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"50-54 years"	"50-54"	593	374192	158.47
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"55-59 years"	"55-59"	894	327565	272.92
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"60-64 years "	"60-64"	1217	264077	460.85
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"65-69 years"	"65-69"	1367	193978	704.72
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"70-74 years"	"70-74"	1429	138745	1029.95
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"75-79 years"	"75-79"	1468	104442	1405.56
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"80-84 years"	"80-84"	1529	80469	1900.11
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	1424	59280	2402.16
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"< 1 year"	"1"	0	56242	0.00
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	234487	Suppressed
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	309877	Suppressed
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	329141	Suppressed
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	357942	Suppressed
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	17	333214	5.10
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	23	293442	7.84
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"30-34 years"	"30-34"	38	289441	13.13
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"35-39 years"	"35-39"	89	306269	29.06
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	155	334363	46.36
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"45-49 years"	"45-49"	359	374681	95.81
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"50-54 years"	"50-54"	618	389103	158.83
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"55-59 years"	"55-59"	768	351659	218.39
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"60-64 years "	"60-64"	1004	296862	338.20
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"65-69 years"	"65-69"	1145	220403	519.50
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"70-74 years"	"70-74"	1204	165966	725.45
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"75-79 years"	"75-79"	1317	138531	950.69
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"80-84 years"	"80-84"	1346	120048	1121.22
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	1815	131023	1385.25
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"< 1 year"	"1"	Suppressed	58786	Suppressed
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	244619	Suppressed
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	324331	Suppressed
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	344868	Suppressed
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	377663	Suppressed
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	24	341316	7.03
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	33	294973	11.19
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	39	285903	13.64
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"35-39 years"	"35-39"	69	299840	23.01
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"40-44 years"	"40-44"	112	329715	33.97
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"45-49 years"	"45-49"	285	366117	77.84
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"50-54 years"	"50-54"	657	375875	174.79
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"55-59 years"	"55-59"	986	335364	294.01
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"60-64 years "	"60-64"	1247	278441	447.85
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"65-69 years"	"65-69"	1356	200568	676.08
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"70-74 years"	"70-74"	1371	141495	968.94
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"75-79 years"	"75-79"	1422	104916	1355.37
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"80-84 years"	"80-84"	1503	80636	1863.93
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	"85+ years"	"85+"	1562	62193	2511.54
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"< 1 year"	"1"	Suppressed	55139	Suppressed
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	231322	Suppressed
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	304755	Suppressed
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	327711	Suppressed
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	350539	Suppressed
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	21	346030	6.07
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	16	291393	5.49
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	33	293423	11.25
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	73	292842	24.93
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"40-44 years"	"40-44"	149	333768	44.64
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	338	363628	92.95
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"50-54 years"	"50-54"	571	388780	146.87
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"55-59 years"	"55-59"	770	358792	214.61
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"60-64 years "	"60-64"	996	313432	317.77
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"65-69 years"	"65-69"	1125	224981	500.04
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"70-74 years"	"70-74"	1191	169878	701.09
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"75-79 years"	"75-79"	1265	137351	921.00
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"80-84 years"	"80-84"	1392	118790	1171.82
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	"85+ years"	"85+"	1860	133302	1395.33
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"< 1 year"	"1"	Suppressed	58399	Suppressed
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	241549	Suppressed
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	319381	Suppressed
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	343418	Suppressed
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	370972	Suppressed
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	21	355301	5.91
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	24	294245	8.16
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"30-34 years"	"30-34"	29	289121	10.03
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"35-39 years"	"35-39"	52	287241	18.10
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"40-44 years"	"40-44"	131	329141	39.80
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"45-49 years"	"45-49"	290	356813	81.28
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"50-54 years"	"50-54"	601	376494	159.63
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"55-59 years"	"55-59"	979	342623	285.74
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"60-64 years "	"60-64"	1317	294061	447.87
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"65-69 years"	"65-69"	1330	205949	645.79
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"70-74 years"	"70-74"	1416	145695	971.89
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"75-79 years"	"75-79"	1416	105856	1337.67
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"80-84 years"	"80-84"	1400	80056	1748.78
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	"85+ years"	"85+"	1555	64226	2421.14
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"< 1 year"	"1"	0	54720	0.00
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	227784	Suppressed
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	302523	Suppressed
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	324718	Suppressed
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	345220	Suppressed
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	357647	Suppressed
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"25-29 years"	"25-29"	18	289426	6.22
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	41	296053	13.85
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	56	286268	19.56
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"40-44 years"	"40-44"	134	329899	40.62
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"45-49 years"	"45-49"	276	353087	78.17
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"50-54 years"	"50-54"	566	383635	147.54
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"55-59 years"	"55-59"	802	366821	218.64
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"60-64 years "	"60-64"	994	314064	316.50
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"65-69 years"	"65-69"	1171	242733	482.42
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"70-74 years"	"70-74"	1194	177203	673.80
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"75-79 years"	"75-79"	1283	137153	935.45
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"80-84 years"	"80-84"	1382	116532	1185.94
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	"85+ years"	"85+"	1833	135678	1350.99
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"< 1 year"	"1"	0	57729	0.00
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	238644	Suppressed
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	316856	Suppressed
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	340408	Suppressed
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	365135	Suppressed
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	369373	Suppressed
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	24	294671	8.14
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"30-34 years"	"30-34"	37	292692	12.64
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"35-39 years"	"35-39"	44	282485	15.58
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"40-44 years"	"40-44"	128	325926	39.27
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"45-49 years"	"45-49"	259	347791	74.47
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"50-54 years"	"50-54"	579	374104	154.77
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"55-59 years"	"55-59"	979	350356	279.43
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"60-64 years "	"60-64"	1293	295606	437.41
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"65-69 years"	"65-69"	1474	223026	660.91
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"70-74 years"	"70-74"	1438	153813	934.90
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"75-79 years"	"75-79"	1381	106940	1291.38
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"80-84 years"	"80-84"	1401	79020	1772.97
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	"85+ years"	"85+"	1615	66277	2436.74
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"< 1 year"	"1"	0	55010	0.00
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	224921	Suppressed
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	300356	Suppressed
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	322121	Suppressed
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	341478	Suppressed
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	21	364179	5.77
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	Suppressed	290985	Suppressed
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	31	297935	10.40
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	65	284840	22.82
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"40-44 years"	"40-44"	137	324035	42.28
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"45-49 years"	"45-49"	299	341968	87.44
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"50-54 years"	"50-54"	596	378213	157.58
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"55-59 years"	"55-59"	765	373043	205.07
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"60-64 years "	"60-64"	998	319595	312.27
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"65-69 years"	"65-69"	1215	251924	482.29
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"70-74 years"	"70-74"	1331	187775	708.83
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"75-79 years"	"75-79"	1264	138881	910.13
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"80-84 years"	"80-84"	1198	113960	1051.25
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	1778	136891	1298.84
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	0	57162	0.00
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	236716	Suppressed
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	314562	Suppressed
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	337301	Suppressed
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	360233	Suppressed
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	18	378761	4.75
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"25-29 years"	"25-29"	19	298078	6.37
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"30-34 years"	"30-34"	22	295825	7.44
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	48	282577	16.99
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	104	320042	32.50
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"45-49 years"	"45-49"	233	338648	68.80
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"50-54 years"	"50-54"	575	370240	155.30
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"55-59 years"	"55-59"	944	357832	263.81
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"60-64 years "	"60-64"	1298	301275	430.84
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"65-69 years"	"65-69"	1455	231924	627.36
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"70-74 years"	"70-74"	1489	164059	907.60
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"75-79 years"	"75-79"	1460	109815	1329.51
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"80-84 years"	"80-84"	1322	77558	1704.53
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	1614	67972	2374.51
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	Suppressed	55314	Suppressed
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	223978	Suppressed
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	295986	Suppressed
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	320249	Suppressed
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	338827	Suppressed
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	366623	Suppressed
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	22	296593	7.42
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	48	297074	16.16
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	68	286655	23.72
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"40-44 years"	"40-44"	143	315672	45.30
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"45-49 years"	"45-49"	280	332059	84.32
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"50-54 years"	"50-54"	557	373961	148.95
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"55-59 years"	"55-59"	857	375384	228.30
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"60-64 years "	"60-64"	1078	326849	329.82
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"65-69 years"	"65-69"	1266	264012	479.52
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"70-74 years"	"70-74"	1288	194722	661.46
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"75-79 years"	"75-79"	1283	141301	907.99
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"80-84 years"	"80-84"	1296	111654	1160.73
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	"85+ years"	"85+"	1950	137829	1414.80
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	Suppressed	58201	Suppressed
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	235558	Suppressed
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	309972	Suppressed
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	334900	Suppressed
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	356262	Suppressed
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	18	383636	4.69
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	21	306009	6.86
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"30-34 years"	"30-34"	43	297325	14.46
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"35-39 years"	"35-39"	50	285592	17.51
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"40-44 years"	"40-44"	113	311924	36.23
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"45-49 years"	"45-49"	224	330737	67.73
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"50-54 years"	"50-54"	525	367614	142.81
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"55-59 years"	"55-59"	1010	361812	279.15
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"60-64 years "	"60-64"	1334	308704	432.13
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"65-69 years"	"65-69"	1575	243412	647.05
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"70-74 years"	"70-74"	1535	170589	899.82
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"75-79 years"	"75-79"	1465	113616	1289.43
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"80-84 years"	"80-84"	1355	76103	1780.48
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	1684	69150	2435.29
	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	"< 1 year"	"1"	0	55017	0.00
	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	222893	Suppressed
	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	292789	Suppressed
	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	316035	Suppressed
