"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	"30-34 years"	"30-34"	70	92721	75.50
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	"35-39 years"	"35-39"	87	89547	97.16
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	"40-44 years"	"40-44"	162	89058	181.90
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	"45-49 years"	"45-49"	248	83823	295.86
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	"50-54 years"	"50-54"	507	88323	574.03
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	"55-59 years"	"55-59"	878	91789	956.54
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	"60-64 years "	"60-64"	1453	90017	1614.14
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	"65-69 years"	"65-69"	1792	76791	2333.61
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	"70-74 years"	"70-74"	1540	62968	2445.69
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	"75-79 years"	"75-79"	1104	38186	2891.11
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	"80-84 years"	"80-84"	624	22997	2713.40
	"Mississippi"	"28"	"2021"	"2021"	"Male"	"M"	"85+ years"	"85+"	443	16582	2671.57
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	Suppressed	35251	Suppressed
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"1-4 years"	"1-4"	24	144958	16.56
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"5-9 years"	"5-9"	16	195975	8.16
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"10-14 years"	"10-14"	20	199816	10.01
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"15-19 years"	"15-19"	38	202455	18.77
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"20-24 years"	"20-24"	55	181344	30.33
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"25-29 years"	"25-29"	98	184038	53.25
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"30-34 years"	"30-34"	185	190122	97.31
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"35-39 years"	"35-39"	363	226350	160.37
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"40-44 years"	"40-44"	645	221817	290.78
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"45-49 years"	"45-49"	884	197689	447.17
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"50-54 years"	"50-54"	1124	171836	654.11
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"55-59 years"	"55-59"	1263	141417	893.10
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"60-64 years "	"60-64"	1427	118593	1203.28
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"65-69 years"	"65-69"	1694	110731	1529.83
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"70-74 years"	"70-74"	1838	105298	1745.52
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"75-79 years"	"75-79"	1809	93085	1943.39
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"80-84 years"	"80-84"	1362	68202	1997.01
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	"85+ years"	"85+"	1359	71189	1909.00
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"< 1 year"	"1"	Suppressed	37182	Suppressed
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"1-4 years"	"1-4"	34	151738	22.41
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"5-9 years"	"5-9"	19	205352	9.25
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"10-14 years"	"10-14"	21	210470	9.98
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"15-19 years"	"15-19"	35	211004	16.59
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"20-24 years"	"20-24"	52	181080	28.72
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"25-29 years"	"25-29"	67	181569	36.90
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"30-34 years"	"30-34"	114	188090	60.61
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"35-39 years"	"35-39"	203	222669	91.17
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"40-44 years"	"40-44"	308	215988	142.60
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"45-49 years"	"45-49"	572	189065	302.54
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"50-54 years"	"50-54"	890	162597	547.37
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"55-59 years"	"55-59"	1397	131392	1063.23
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"60-64 years "	"60-64"	1747	107867	1619.59
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"65-69 years"	"65-69"	2330	94827	2457.11
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"70-74 years"	"70-74"	2365	83067	2847.10
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"75-79 years"	"75-79"	1990	63605	3128.68
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"80-84 years"	"80-84"	1138	37690	3019.37
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	854	26530	3219.00
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"< 1 year"	"1"	Suppressed	35809	Suppressed
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"1-4 years"	"1-4"	22	144688	15.21
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"5-9 years"	"5-9"	25	193902	12.89
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	22	201584	10.91
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	38	203011	18.72
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	54	186243	28.99
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"25-29 years"	"25-29"	110	180577	60.92
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"30-34 years"	"30-34"	198	188878	104.83
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"35-39 years"	"35-39"	384	222397	172.66
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"40-44 years"	"40-44"	673	225421	298.55
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"45-49 years"	"45-49"	906	203174	445.92
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"50-54 years"	"50-54"	1158	180074	643.07
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"55-59 years"	"55-59"	1345	145598	923.78
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"60-64 years "	"60-64"	1428	120079	1189.22
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"65-69 years"	"65-69"	1627	110111	1477.60
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"70-74 years"	"70-74"	1889	104386	1809.63
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"75-79 years"	"75-79"	1804	93177	1936.10
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"80-84 years"	"80-84"	1360	68737	1978.56
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	"85+ years"	"85+"	1358	71941	1887.66
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"< 1 year"	"1"	Suppressed	37717	Suppressed
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"1-4 years"	"1-4"	41	151322	27.09
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	203086	Suppressed
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"10-14 years"	"10-14"	34	212239	16.02
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"15-19 years"	"15-19"	46	211896	21.71
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"20-24 years"	"20-24"	68	186055	36.55
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"25-29 years"	"25-29"	96	179103	53.60
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"30-34 years"	"30-34"	97	187810	51.65
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"35-39 years"	"35-39"	186	219563	84.71
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"40-44 years"	"40-44"	320	220223	145.31
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"45-49 years"	"45-49"	510	195038	261.49
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"50-54 years"	"50-54"	942	170618	552.11
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"55-59 years"	"55-59"	1333	135482	983.89
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"60-64 years "	"60-64"	1785	109467	1630.63
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"65-69 years"	"65-69"	2178	94702	2299.85
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"70-74 years"	"70-74"	2384	83264	2863.18
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"75-79 years"	"75-79"	1888	64373	2932.91
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"80-84 years"	"80-84"	1174	38399	3057.37
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	"85+ years"	"85+"	754	27141	2778.08
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"< 1 year"	"1"	Suppressed	36964	Suppressed
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"1-4 years"	"1-4"	28	144079	19.43
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"5-9 years"	"5-9"	19	190764	9.96
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"10-14 years"	"10-14"	25	202843	12.32
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"15-19 years"	"15-19"	27	202718	13.32
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"20-24 years"	"20-24"	64	194330	32.93
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"25-29 years"	"25-29"	119	174965	68.01
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"30-34 years"	"30-34"	190	190007	100.00
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"35-39 years"	"35-39"	375	214710	174.65
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"40-44 years"	"40-44"	698	228612	305.32
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"45-49 years"	"45-49"	920	207438	443.51
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"50-54 years"	"50-54"	1228	189230	648.95
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"55-59 years"	"55-59"	1370	147986	925.76
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"60-64 years "	"60-64"	1489	123025	1210.32
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"65-69 years"	"65-69"	1710	109732	1558.34
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"70-74 years"	"70-74"	1735	103687	1673.31
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"75-79 years"	"75-79"	1758	92860	1893.17
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"80-84 years"	"80-84"	1324	69745	1898.34
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	"85+ years"	"85+"	1431	71781	1993.56
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"< 1 year"	"1"	Suppressed	38288	Suppressed
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"1-4 years"	"1-4"	32	150899	21.21
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"5-9 years"	"5-9"	22	200060	11.00
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	212889	Suppressed
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"15-19 years"	"15-19"	35	213561	16.39
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"20-24 years"	"20-24"	69	191802	35.97
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"25-29 years"	"25-29"	94	173641	54.13
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"30-34 years"	"30-34"	124	189298	65.51
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"35-39 years"	"35-39"	194	212523	91.28
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"40-44 years"	"40-44"	372	223021	166.80
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"45-49 years"	"45-49"	606	200516	302.22
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"50-54 years"	"50-54"	1013	179466	564.45
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"55-59 years"	"55-59"	1400	137540	1017.89
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"60-64 years "	"60-64"	1939	111783	1734.61
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"65-69 years"	"65-69"	2279	95536	2385.49
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"70-74 years"	"70-74"	2318	82747	2801.31
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"75-79 years"	"75-79"	2025	65200	3105.83
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"80-84 years"	"80-84"	1195	39533	3022.79
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	"85+ years"	"85+"	841	27363	3073.49
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"< 1 year"	"1"	Suppressed	36393	Suppressed
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"1-4 years"	"1-4"	23	145401	15.82
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	187545	Suppressed
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"10-14 years"	"10-14"	18	204264	8.81
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"15-19 years"	"15-19"	35	202060	17.32
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"20-24 years"	"20-24"	71	199909	35.52
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"25-29 years"	"25-29"	101	174185	57.98
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"30-34 years"	"30-34"	203	189937	106.88
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"35-39 years"	"35-39"	373	207126	180.08
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"40-44 years"	"40-44"	682	228277	298.76
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"45-49 years"	"45-49"	969	213006	454.92
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"50-54 years"	"50-54"	1302	189425	687.34
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"55-59 years"	"55-59"	1377	158566	868.41
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"60-64 years "	"60-64"	1515	127353	1189.61
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"65-69 years"	"65-69"	1668	109499	1523.30
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"70-74 years"	"70-74"	1817	102666	1769.82
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"75-79 years"	"75-79"	1776	92151	1927.27
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"80-84 years"	"80-84"	1374	71226	1929.07
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	"85+ years"	"85+"	1364	71487	1908.04
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"< 1 year"	"1"	Suppressed	38166	Suppressed
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"1-4 years"	"1-4"	37	151804	24.37
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"5-9 years"	"5-9"	25	196785	12.70
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"10-14 years"	"10-14"	27	213982	12.62
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"15-19 years"	"15-19"	49	213272	22.98
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"20-24 years"	"20-24"	60	198485	30.23
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"25-29 years"	"25-29"	91	172206	52.84
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"30-34 years"	"30-34"	104	189698	54.82
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"35-39 years"	"35-39"	182	204831	88.85
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"40-44 years"	"40-44"	353	223863	157.69
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"45-49 years"	"45-49"	626	205795	304.19
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"50-54 years"	"50-54"	1124	179708	625.46
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"55-59 years"	"55-59"	1495	147311	1014.86
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"60-64 years "	"60-64"	1842	116010	1587.79
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"65-69 years"	"65-69"	2237	96041	2329.21
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"70-74 years"	"70-74"	2341	82040	2853.49
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"75-79 years"	"75-79"	2019	65709	3072.64
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"80-84 years"	"80-84"	1243	41066	3026.83
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	"85+ years"	"85+"	879	27577	3187.44
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"< 1 year"	"1"	Suppressed	36586	Suppressed
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"1-4 years"	"1-4"	22	145531	15.12
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	185703	Suppressed
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"10-14 years"	"10-14"	33	204821	16.11
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"15-19 years"	"15-19"	43	202666	21.22
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"20-24 years"	"20-24"	54	204557	26.40
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"25-29 years"	"25-29"	119	174703	68.12
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"30-34 years"	"30-34"	211	189059	111.61
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"35-39 years"	"35-39"	353	199363	177.06
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"40-44 years"	"40-44"	672	227652	295.19
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"45-49 years"	"45-49"	1014	218346	464.40
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"50-54 years"	"50-54"	1270	192756	658.86
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"55-59 years"	"55-59"	1429	163626	873.33
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"60-64 years "	"60-64"	1570	133481	1176.20
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"65-69 years"	"65-69"	1623	110688	1466.28
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"70-74 years"	"70-74"	1775	101351	1751.34
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"75-79 years"	"75-79"	1868	91982	2030.83
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"80-84 years"	"80-84"	1433	71980	1990.83
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	"85+ years"	"85+"	1430	71705	1994.28
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"< 1 year"	"1"	Suppressed	38346	Suppressed
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"1-4 years"	"1-4"	30	151881	19.75
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"5-9 years"	"5-9"	18	194838	9.24
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"10-14 years"	"10-14"	29	214455	13.52
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"15-19 years"	"15-19"	44	213877	20.57
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"20-24 years"	"20-24"	53	203380	26.06
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"25-29 years"	"25-29"	88	172666	50.97
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"30-34 years"	"30-34"	116	188589	61.51
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"35-39 years"	"35-39"	180	196468	91.62
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"40-44 years"	"40-44"	363	223964	162.08
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"45-49 years"	"45-49"	651	211270	308.14
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"50-54 years"	"50-54"	1116	182745	610.69
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"55-59 years"	"55-59"	1498	153004	979.06
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"60-64 years "	"60-64"	1899	121700	1560.39
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"65-69 years"	"65-69"	2186	97155	2250.01
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"70-74 years"	"70-74"	2275	81657	2786.04
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"75-79 years"	"75-79"	2001	66473	3010.24
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"80-84 years"	"80-84"	1344	42282	3178.66
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	857	28097	3050.15
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"< 1 year"	"1"	Suppressed	37077	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"1-4 years"	"1-4"	33	146346	22.55
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"5-9 years"	"5-9"	19	184651	10.29
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	23	203655	11.29
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	35	204264	17.13
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	75	206915	36.25
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"25-29 years"	"25-29"	108	178291	60.58
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"30-34 years"	"30-34"	210	186298	112.72
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"35-39 years"	"35-39"	379	193096	196.28
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"40-44 years"	"40-44"	772	226720	340.51
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"45-49 years"	"45-49"	1042	221233	471.00
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"50-54 years"	"50-54"	1256	197648	635.47
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"55-59 years"	"55-59"	1441	170191	846.70
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"60-64 years "	"60-64"	1612	138229	1166.18
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"65-69 years"	"65-69"	1673	112300	1489.76
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"70-74 years"	"70-74"	1733	100831	1718.72
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"75-79 years"	"75-79"	1725	90727	1901.31
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"80-84 years"	"80-84"	1429	72558	1969.46
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	1360	71655	1897.98
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"< 1 year"	"1"	Suppressed	39370	Suppressed
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"1-4 years"	"1-4"	26	152423	17.06
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"5-9 years"	"5-9"	30	193526	15.50
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"10-14 years"	"10-14"	28	213414	13.12
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"15-19 years"	"15-19"	40	215578	18.55
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"20-24 years"	"20-24"	71	207383	34.24
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"25-29 years"	"25-29"	90	176672	50.94
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"30-34 years"	"30-34"	121	185646	65.18
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"35-39 years"	"35-39"	154	191035	80.61
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"40-44 years"	"40-44"	373	222792	167.42
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"45-49 years"	"45-49"	648	214978	301.43
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"50-54 years"	"50-54"	1073	187461	572.39
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"55-59 years"	"55-59"	1465	159563	918.13
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"60-64 years "	"60-64"	1919	125738	1526.19
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"65-69 years"	"65-69"	2213	99391	2226.56
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"70-74 years"	"70-74"	2254	81395	2769.21
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"75-79 years"	"75-79"	2096	66468	3153.40
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"80-84 years"	"80-84"	1368	43671	3132.51
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	"85+ years"	"85+"	908	28552	3180.16
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"< 1 year"	"1"	Suppressed	37445	Suppressed
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"1-4 years"	"1-4"	35	147674	23.70
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"5-9 years"	"5-9"	22	184726	11.91
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"10-14 years"	"10-14"	29	200794	14.44
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"15-19 years"	"15-19"	36	206534	17.43
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"20-24 years"	"20-24"	86	207122	41.52
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"25-29 years"	"25-29"	128	183848	69.62
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"30-34 years"	"30-34"	212	182725	116.02
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"35-39 years"	"35-39"	371	190707	194.54
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"40-44 years"	"40-44"	704	222759	316.04
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"45-49 years"	"45-49"	1075	225081	477.61
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"50-54 years"	"50-54"	1305	202994	642.88
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	"55-59 years"	"55-59"	1550	178671	867.52
